일자	현찰사실때	현찰파실때	송금보낼때	송금받을때	T/C사실때	외화수표파실때	매매기준율	직전대비	환가료율	미화환산율
2018-01-30	"1,083.43"	"1,046.17"	"1,075.20"	"1,054.40"	"1,077.57"	"1,053.39"	"1,064.80"	0.00	3.42345	1.0000
2018-01-29	"1,083.43"	"1,046.17"	"1,075.20"	"1,054.40"	"1,077.57"	"1,053.39"	"1,064.80"	3.10	3.41777	1.0000
2018-01-26	"1,080.27"	"1,043.13"	"1,072.10"	"1,051.30"	"1,074.44"	"1,050.30"	"1,061.70"	-8.90	3.41693	1.0000
2018-01-25	"1,089.33"	"1,051.87"	"1,081.00"	"1,060.20"	"1,083.44"	"1,059.19"	"1,070.60"	0.90	3.41137	1.0000
2018-01-24	"1,088.41"	"1,050.99"	"1,080.10"	"1,059.30"	"1,082.53"	"1,058.29"	"1,069.70"	0.80	3.41135	1.0000
2018-01-23	"1,087.60"	"1,050.20"	"1,079.30"	"1,058.50"	"1,081.72"	"1,057.49"	"1,068.90"	1.60	3.41014	1.0000
2018-01-22	"1,085.97"	"1,048.63"	"1,077.70"	"1,056.90"	"1,080.10"	"1,055.89"	"1,067.30"	-2.10	3.41128	1.0000
2018-01-19	"1,088.11"	"1,050.69"	"1,079.80"	"1,059.00"	"1,082.23"	"1,057.99"	"1,069.40"	3.60	3.41118	1.0000
2018-01-18	"1,084.45"	"1,047.15"	"1,076.20"	"1,055.40"	"1,078.58"	"1,054.40"	"1,065.80"	1.80	3.40750	1.0000
2018-01-17	"1,082.62"	"1,045.38"	"1,074.40"	"1,053.60"	"1,076.76"	"1,052.60"	"1,064.00"	2.70	3.40613	1.0000
2018-01-16	"1,079.87"	"1,042.73"	"1,071.70"	"1,050.90"	"1,074.03"	"1,049.90"	"1,061.30"	-3.40	3.40614	1.0000
2018-01-15	"1,083.33"	"1,046.07"	"1,075.10"	"1,054.30"	"1,077.47"	"1,053.30"	"1,064.70"	-6.50	3.40947	1.0000
2018-01-12	"1,089.94"	"1,052.46"	"1,081.60"	"1,060.80"	"1,084.05"	"1,059.79"	"1,071.20"	0.50	3.40945	1.0000
2018-01-11	"1,089.43"	"1,051.97"	"1,081.10"	"1,060.30"	"1,083.54"	"1,059.29"	"1,070.70"	3.60	3.40375	1.0000
2018-01-10	"1,085.77"	"1,048.43"	"1,077.50"	"1,056.70"	"1,079.90"	"1,055.70"	"1,067.10"	1.90	3.40375	1.0000
2018-01-09	"1,083.84"	"1,046.56"	"1,075.60"	"1,054.80"	"1,077.98"	"1,053.80"	"1,065.20"	3.10	3.40375	1.0000
2018-01-08	"1,080.68"	"1,043.52"	"1,072.50"	"1,051.70"	"1,074.84"	"1,050.70"	"1,062.10"	-3.40	3.40250	1.0000
2018-01-05	"1,084.14"	"1,046.86"	"1,075.90"	"1,055.10"	"1,078.28"	"1,054.10"	"1,065.50"	0.10	3.40500	1.0000
2018-01-04	"1,084.04"	"1,046.76"	"1,075.80"	"1,055.00"	"1,078.18"	"1,054.00"	"1,065.40"	1.10	3.40688	1.0000
2018-01-03	"1,082.92"	"1,045.68"	"1,074.70"	"1,053.90"	"1,077.07"	"1,052.90"	"1,064.30"	-7.10	3.41175	1.0000
2018-01-02	"1,090.14"	"1,052.66"	"1,081.80"	"1,061.00"	"1,084.25"	"1,059.99"	"1,071.40"	0.00	3.41425	1.0000
2017-12-29	"1,090.14"	"1,052.66"	"1,081.80"	"1,061.00"	"1,084.25"	"1,059.99"	"1,071.40"	-3.80	3.41775	1.0000
2017-12-28	"1,094.01"	"1,056.39"	"1,085.70"	"1,064.70"	"1,088.10"	"1,063.68"	"1,075.20"	-1.90	3.41900	1.0000
2017-12-27	"1,095.94"	"1,058.26"	"1,087.60"	"1,066.60"	"1,090.02"	"1,065.58"	"1,077.10"	-2.10	3.41375	1.0000
2017-12-26	"1,098.08"	"1,060.32"	"1,089.70"	"1,068.70"	"1,092.15"	"1,067.68"	"1,079.20"	-1.40	3.41375	1.0000
2017-12-22	"1,099.51"	"1,061.69"	"1,091.10"	"1,070.10"	"1,093.56"	"1,069.08"	"1,080.60"	-2.30	3.40213	1.0000
2017-12-21	"1,101.85"	"1,063.95"	"1,093.50"	"1,072.30"	"1,095.89"	"1,071.29"	"1,082.90"	-3.90	3.38488	1.0000
2017-12-20	"1,105.81"	"1,067.79"	"1,097.40"	"1,076.20"	"1,099.84"	"1,075.19"	"1,086.80"	-2.30	3.36113	1.0000
2017-12-19	"1,108.15"	"1,070.05"	"1,099.70"	"1,078.50"	"1,102.16"	"1,077.49"	"1,089.10"	-0.20	3.35113	1.0000
2017-12-18	"1,108.36"	"1,070.24"	"1,099.90"	"1,078.70"	"1,102.37"	"1,077.69"	"1,089.30"	2.60	3.34500	1.0000
2017-12-15	"1,105.71"	"1,067.69"	"1,097.30"	"1,076.10"	"1,099.74"	"1,075.10"	"1,086.70"	-5.20	3.34078	1.0000
2017-12-14	"1,111.00"	"1,072.80"	"1,102.60"	"1,081.20"	"1,105.00"	"1,080.20"	"1,091.90"	1.80	3.32703	1.0000
2017-12-13	"1,109.17"	"1,071.03"	"1,100.70"	"1,079.50"	"1,103.18"	"1,078.50"	"1,090.10"	-2.30	3.32195	1.0000
2017-12-12	"1,111.51"	"1,073.29"	"1,103.10"	"1,081.70"	"1,105.50"	"1,080.70"	"1,092.40"	-1.00	3.30951	1.0000
2017-12-11	"1,112.53"	"1,074.27"	"1,104.10"	"1,082.70"	"1,106.52"	"1,081.70"	"1,093.40"	0.70	3.29438	1.0000
2017-12-08	"1,111.82"	"1,073.58"	"1,103.40"	"1,082.00"	"1,105.81"	"1,081.01"	"1,092.70"	0.80	3.28185	1.0000
2017-12-07	"1,111.00"	"1,072.80"	"1,102.60"	"1,081.20"	"1,105.00"	"1,080.22"	"1,091.90"	7.60	3.25688	1.0000
2017-12-06	"1,103.27"	"1,065.33"	"1,094.90"	"1,073.70"	"1,097.31"	"1,072.73"	"1,084.30"	-4.00	3.25319	1.0000
2017-12-05	"1,107.34"	"1,069.26"	"1,098.90"	"1,077.70"	"1,101.35"	"1,076.73"	"1,088.30"	1.20	3.24181	1.0000
2017-12-04	"1,106.12"	"1,068.08"	"1,097.70"	"1,076.50"	"1,100.14"	"1,075.53"	"1,087.10"	2.00	3.22938	1.0000
2017-12-01	"1,104.08"	"1,066.12"	"1,095.70"	"1,074.50"	"1,098.12"	"1,073.53"	"1,085.10"	2.70	3.22188	1.0000
2017-11-30	"1,101.34"	"1,063.46"	"1,093.00"	"1,071.80"	"1,095.38"	"1,070.84"	"1,082.40"	-5.90	3.21069	1.0000
2017-11-29	"1,107.34"	"1,069.26"	"1,098.90"	"1,077.70"	"1,101.35"	"1,076.74"	"1,088.30"	0.70	3.19978	1.0000
2017-11-28	"1,106.63"	"1,068.57"	"1,098.20"	"1,077.00"	"1,100.65"	"1,076.04"	"1,087.60"	2.60	3.19676	1.0000
2017-11-27	"1,103.98"	"1,066.02"	"1,095.60"	"1,074.40"	"1,098.02"	"1,073.44"	"1,085.00"	-3.20	3.18756	1.0000
2017-11-24	"1,107.24"	"1,069.16"	"1,098.80"	"1,077.60"	"1,101.25"	"1,076.64"	"1,088.20"	-3.10	3.17862	1.0000
2017-11-23	"1,110.39"	"1,072.21"	"1,101.90"	"1,080.70"	"1,104.39"	"1,079.74"	"1,091.30"	-6.00	3.17750	1.0000
2017-11-22	"1,116.50"	"1,078.10"	"1,108.00"	"1,086.60"	"1,110.46"	"1,085.64"	"1,097.30"	-1.60	3.16287	1.0000
2017-11-21	"1,118.13"	"1,079.67"	"1,109.60"	"1,088.20"	"1,112.08"	"1,087.25"	"1,098.90"	2.80	3.14418	1.0000
2017-11-20	"1,115.28"	"1,076.92"	"1,106.80"	"1,085.40"	"1,109.25"	"1,084.45"	"1,096.10"	-8.00	3.13719	1.0000
2017-11-17	"1,123.42"	"1,084.78"	"1,114.90"	"1,093.30"	"1,117.34"	"1,092.34"	"1,104.10"	-10.30	3.13267	1.0000
2017-11-16	"1,133.90"	"1,094.90"	"1,125.30"	"1,103.50"	"1,127.77"	"1,102.54"	"1,114.40"	-4.10	3.11600	1.0000
2017-11-15	"1,138.07"	"1,098.93"	"1,129.40"	"1,107.60"	"1,131.92"	"1,106.64"	"1,118.50"	-2.20	3.11350	1.0000
2017-11-14	"1,140.31"	"1,101.09"	"1,131.60"	"1,109.80"	"1,134.14"	"1,108.84"	"1,120.70"	3.50	3.10028	1.0000
2017-11-13	"1,136.75"	"1,097.65"	"1,128.10"	"1,106.30"	"1,130.60"	"1,105.34"	"1,117.20"	2.90	3.09606	1.0000
2017-11-10	"1,133.80"	"1,094.80"	"1,125.20"	"1,103.40"	"1,127.67"	"1,102.45"	"1,114.30"	0.00	3.09494	1.0000
2017-11-09	"1,133.80"	"1,094.80"	"1,125.20"	"1,103.40"	"1,127.67"	"1,102.45"	"1,114.30"	2.70	3.09606	1.0000
2017-11-08	"1,131.05"	"1,092.15"	"1,122.40"	"1,100.80"	"1,124.93"	"1,099.85"	"1,111.60"	-5.10	3.09389	1.0000
2017-11-07	"1,136.24"	"1,097.16"	"1,127.60"	"1,105.80"	"1,130.10"	"1,104.85"	"1,116.70"	4.00	3.09424	1.0000
2017-11-06	"1,132.17"	"1,093.23"	"1,123.60"	"1,101.80"	"1,126.05"	"1,100.85"	"1,112.70"	-0.60	3.09322	1.0000
2017-11-03	"1,132.78"	"1,093.82"	"1,124.20"	"1,102.40"	"1,126.65"	"1,101.45"	"1,113.30"	-3.50	3.09212	1.0000
2017-11-02	"1,136.34"	"1,097.26"	"1,127.70"	"1,105.90"	"1,130.20"	"1,104.95"	"1,116.80"	-4.40	3.09333	1.0000
2017-11-01	"1,140.82"	"1,101.58"	"1,132.10"	"1,110.30"	"1,134.65"	"1,109.34"	"1,121.20"	-3.80	3.09333	1.0000
2017-10-31	"1,144.68"	"1,105.32"	"1,136.00"	"1,114.00"	"1,138.50"	"1,113.04"	"1,125.00"	-5.00	3.09214	1.0000
2017-10-30	"1,149.77"	"1,110.23"	"1,141.00"	"1,119.00"	"1,143.56"	"1,118.03"	"1,130.00"	5.30	3.09233	1.0000
2017-10-27	"1,144.38"	"1,105.02"	"1,135.70"	"1,113.70"	"1,138.19"	"1,112.74"	"1,124.70"	-3.60	3.09166	1.0000
2017-10-26	"1,148.04"	"1,108.56"	"1,139.30"	"1,117.30"	"1,141.83"	"1,116.34"	"1,128.30"	0.00	3.08999	1.0000
2017-10-25	"1,148.04"	"1,108.56"	"1,139.30"	"1,117.30"	"1,141.83"	"1,116.34"	"1,128.30"	-3.60	3.08955	1.0000
2017-10-24	"1,151.70"	"1,112.10"	"1,142.90"	"1,120.90"	"1,145.48"	"1,119.93"	"1,131.90"	0.00	3.08788	1.0000
2017-10-23	"1,151.70"	"1,112.10"	"1,142.90"	"1,120.90"	"1,145.48"	"1,119.93"	"1,131.90"	-0.40	3.08788	1.0000
2017-10-20	"1,152.11"	"1,112.49"	"1,143.30"	"1,121.30"	"1,145.88"	"1,120.33"	"1,132.30"	1.90	3.08888	1.0000
2017-10-19	"1,150.18"	"1,110.62"	"1,141.40"	"1,119.40"	"1,143.96"	"1,118.44"	"1,130.40"	-1.00	3.08888	1.0000
2017-10-18	"1,151.19"	"1,111.61"	"1,142.40"	"1,120.40"	"1,144.97"	"1,119.43"	"1,131.40"	4.10	3.08777	1.0000
2017-10-17	"1,147.02"	"1,107.58"	"1,138.30"	"1,116.30"	"1,140.82"	"1,115.34"	"1,127.30"	-3.50	3.08666	1.0000
2017-10-16	"1,150.58"	"1,111.02"	"1,141.80"	"1,119.80"	"1,144.36"	"1,118.84"	"1,130.80"	-2.90	3.08667	1.0000
2017-10-13	"1,153.53"	"1,113.87"	"1,144.80"	"1,122.60"	"1,147.30"	"1,121.63"	"1,133.70"	-1.50	3.08889	1.0000
2017-10-12	"1,155.06"	"1,115.34"	"1,146.30"	"1,124.10"	"1,148.82"	"1,123.13"	"1,135.20"	-3.00	3.08889	1.0000
2017-10-11	"1,158.11"	"1,118.29"	"1,149.30"	"1,127.10"	"1,151.85"	"1,126.13"	"1,138.20"	-7.50	3.08778	1.0000
2017-10-10	"1,165.74"	"1,125.66"	"1,156.90"	"1,134.50"	"1,159.44"	"1,133.52"	"1,145.70"	-1.00	3.08722	1.0000
2017-09-29	"1,166.76"	"1,126.64"	"1,157.90"	"1,135.50"	"1,160.46"	"1,134.52"	"1,146.70"	7.30	3.08500	1.0000
2017-09-28	"1,159.33"	"1,119.47"	"1,150.50"	"1,128.30"	"1,153.07"	"1,127.33"	"1,139.40"	3.10	3.08500	1.0000
2017-09-27	"1,156.18"	"1,116.42"	"1,147.40"	"1,125.20"	"1,149.93"	"1,124.23"	"1,136.30"	5.60	3.08444	1.0000
2017-09-26	"1,150.48"	"1,110.92"	"1,141.70"	"1,119.70"	"1,144.26"	"1,118.74"	"1,130.70"	-5.60	3.08667	1.0000
2017-09-25	"1,156.18"	"1,116.42"	"1,147.40"	"1,125.20"	"1,149.93"	"1,124.23"	"1,136.30"	3.50	3.08833	1.0000
2017-09-22	"1,152.62"	"1,112.98"	"1,143.90"	"1,121.70"	"1,146.39"	"1,120.73"	"1,132.80"	3.70	3.08722	1.0000
2017-09-21	"1,148.85"	"1,109.35"	"1,140.10"	"1,118.10"	"1,142.64"	"1,117.14"	"1,129.10"	-0.90	3.08556	1.0000
2017-09-20	"1,149.77"	"1,110.23"	"1,141.00"	"1,119.00"	"1,143.56"	"1,118.04"	"1,130.00"	2.10	3.08722	1.0000
2017-09-19	"1,147.63"	"1,108.17"	"1,138.90"	"1,116.90"	"1,141.43"	"1,115.94"	"1,127.90"	-5.60	3.08611	1.0000
2017-09-18	"1,153.33"	"1,113.67"	"1,144.60"	"1,122.40"	"1,147.10"	"1,121.43"	"1,133.50"	1.00	3.08722	1.0000
2017-09-15	"1,152.31"	"1,112.69"	"1,143.50"	"1,121.50"	"1,146.09"	"1,120.54"	"1,132.50"	5.00	3.08444	1.0000
2017-09-14	"1,147.23"	"1,107.77"	"1,138.50"	"1,116.50"	"1,141.03"	"1,115.54"	"1,127.50"	-2.30	3.08444	1.0000
2017-09-13	"1,149.57"	"1,110.03"	"1,140.80"	"1,118.80"	"1,143.35"	"1,117.84"	"1,129.80"	0.30	3.08667	1.0000
2017-09-12	"1,149.26"	"1,109.74"	"1,140.50"	"1,118.50"	"1,143.05"	"1,117.54"	"1,129.50"	2.70	3.08611	1.0000
2017-09-11	"1,146.51"	"1,107.09"	"1,137.80"	"1,115.80"	"1,140.32"	"1,114.84"	"1,126.80"	-2.80	3.08611	1.0000
2017-09-08	"1,149.36"	"1,109.84"	"1,140.60"	"1,118.60"	"1,143.15"	"1,117.64"	"1,129.60"	-4.10	3.08500	1.0000
2017-09-07	"1,153.53"	"1,113.87"	"1,144.80"	"1,122.60"	"1,147.30"	"1,121.64"	"1,133.70"	2.40	3.08222	1.0000
2017-09-06	"1,151.09"	"1,111.51"	"1,142.30"	"1,120.30"	"1,144.87"	"1,119.34"	"1,131.30"	-0.20	3.08111	1.0000
2017-09-05	"1,151.30"	"1,111.70"	"1,142.50"	"1,120.50"	"1,145.07"	"1,119.54"	"1,131.50"	8.80	3.08167	1.0000
2017-09-04	"1,142.34"	"1,103.06"	"1,133.70"	"1,111.70"	"1,136.17"	"1,110.74"	"1,122.70"	-3.10	3.08056	1.0000
2017-09-01	"1,145.50"	"1,106.10"	"1,136.80"	"1,114.80"	"1,139.30"	"1,113.84"	"1,125.80"	3.00	3.08167	1.0000
2017-08-31	"1,142.44"	"1,103.16"	"1,133.80"	"1,111.80"	"1,136.27"	"1,110.84"	"1,122.80"	-3.40	3.08722	1.0000
2017-08-30	"1,145.90"	"1,106.50"	"1,137.20"	"1,115.20"	"1,139.71"	"1,114.24"	"1,126.20"	5.80	3.08889	1.0000
2017-08-29	"1,140.00"	"1,100.80"	"1,131.30"	"1,109.50"	"1,133.84"	"1,108.55"	"1,120.40"	-8.80	3.08556	1.0000
2017-08-28	"1,148.96"	"1,109.44"	"1,140.20"	"1,118.20"	"1,142.75"	"1,117.24"	"1,129.20"	1.90	3.08556	1.0000
2017-08-25	"1,147.02"	"1,107.58"	"1,138.30"	"1,116.30"	"1,140.82"	"1,115.34"	"1,127.30"	-3.60	3.08389	1.0000
2017-08-24	"1,150.69"	"1,111.11"	"1,141.90"	"1,119.90"	"1,144.47"	"1,118.94"	"1,130.90"	-4.70	3.08444	1.0000
2017-08-23	"1,155.47"	"1,115.73"	"1,146.70"	"1,124.50"	"1,149.22"	"1,123.53"	"1,135.60"	-2.70	3.08611	1.0000
2017-08-22	"1,158.22"	"1,118.38"	"1,149.40"	"1,127.20"	"1,151.95"	"1,126.23"	"1,138.30"	-3.70	3.08556	1.0000
2017-08-21	"1,161.98"	"1,122.02"	"1,153.10"	"1,130.90"	"1,155.70"	"1,129.93"	"1,142.00"	6.10	3.08500	1.0000
2017-08-18	"1,155.77"	"1,116.03"	"1,147.00"	"1,124.80"	"1,149.53"	"1,123.83"	"1,135.90"	-3.70	3.08056	1.0000
2017-08-17	"1,159.54"	"1,119.66"	"1,150.70"	"1,128.50"	"1,153.27"	"1,127.53"	"1,139.60"	1.40	3.07833	1.0000
2017-08-16	"1,158.11"	"1,118.29"	"1,149.30"	"1,127.10"	"1,151.85"	"1,126.13"	"1,138.20"	-8.10	3.07833	1.0000
2017-08-14	"1,166.36"	"1,126.24"	"1,157.50"	"1,135.10"	"1,160.05"	"1,134.13"	"1,146.30"	5.20	3.07667	1.0000
2017-08-11	"1,161.06"	"1,121.14"	"1,152.20"	"1,130.00"	"1,154.79"	"1,129.03"	"1,141.10"	6.40	3.07889	1.0000
2017-08-10	"1,154.55"	"1,114.85"	"1,145.80"	"1,123.60"	"1,148.31"	"1,122.64"	"1,134.70"	9.30	3.07889	1.0000
2017-08-09	"1,145.09"	"1,105.71"	"1,136.40"	"1,114.40"	"1,138.90"	"1,113.44"	"1,125.40"	-1.90	3.08056	1.0000
2017-08-08	"1,147.02"	"1,107.58"	"1,138.30"	"1,116.30"	"1,140.82"	"1,115.34"	"1,127.30"	1.90	3.07889	1.0000
2017-08-07	"1,145.09"	"1,105.71"	"1,136.40"	"1,114.40"	"1,138.90"	"1,113.44"	"1,125.40"	-2.20	3.07889	1.0000
2017-08-04	"1,147.33"	"1,107.87"	"1,138.60"	"1,116.60"	"1,141.13"	"1,115.64"	"1,127.60"	4.40	3.08056	1.0000
2017-08-03	"1,142.85"	"1,103.55"	"1,134.20"	"1,112.20"	"1,136.67"	"1,111.24"	"1,123.20"	5.20	3.08056	1.0000
2017-08-02	"1,137.56"	"1,098.44"	"1,128.90"	"1,107.10"	"1,131.41"	"1,106.15"	"1,118.00"	-3.90	3.08167	1.0000
2017-08-01	"1,141.53"	"1,102.27"	"1,132.80"	"1,111.00"	"1,135.36"	"1,110.05"	"1,121.90"	2.80	3.08167	1.0000
2017-07-31	"1,138.68"	"1,099.52"	"1,130.00"	"1,108.20"	"1,132.52"	"1,107.25"	"1,119.10"	6.60	3.08167	1.0000
2017-07-28	"1,131.96"	"1,093.04"	"1,123.40"	"1,101.60"	"1,125.85"	"1,100.65"	"1,112.50"	-7.80	3.08389	1.0000
2017-07-27	"1,139.90"	"1,100.70"	"1,131.20"	"1,109.40"	"1,133.74"	"1,108.45"	"1,120.30"	4.20	3.08333	1.0000
2017-07-26	"1,135.63"	"1,096.57"	"1,127.00"	"1,105.20"	"1,129.49"	"1,104.25"	"1,116.10"	0.00	3.08278	1.0000
2017-07-25	"1,135.63"	"1,096.57"	"1,127.00"	"1,105.20"	"1,129.49"	"1,104.25"	"1,116.10"	-5.10	3.08278	1.0000
2017-07-24	"1,140.82"	"1,101.58"	"1,132.10"	"1,110.30"	"1,134.65"	"1,109.35"	"1,121.20"	-3.70	3.08222	1.0000
2017-07-21	"1,144.58"	"1,105.22"	"1,135.90"	"1,113.90"	"1,138.39"	"1,112.94"	"1,124.90"	3.10	3.07722	1.0000
2017-07-20	"1,141.43"	"1,102.17"	"1,132.70"	"1,110.90"	"1,135.26"	"1,109.95"	"1,121.80"	-4.50	3.07889	1.0000
2017-07-19	"1,146.01"	"1,106.59"	"1,137.30"	"1,115.30"	"1,139.81"	"1,114.34"	"1,126.30"	-1.90	3.07778	1.0000
2017-07-18	"1,147.94"	"1,108.46"	"1,139.20"	"1,117.20"	"1,141.73"	"1,116.24"	"1,128.20"	-7.80	3.07833	1.0000
2017-07-17	"1,155.88"	"1,116.12"	"1,147.10"	"1,124.90"	"1,149.63"	"1,123.93"	"1,136.00"	-1.50	3.07611	1.0000
2017-07-14	"1,157.40"	"1,117.60"	"1,148.60"	"1,126.40"	"1,151.15"	"1,125.43"	"1,137.50"	-8.10	3.07556	1.0000
2017-07-13	"1,165.64"	"1,125.56"	"1,156.80"	"1,134.40"	"1,159.34"	"1,133.43"	"1,145.60"	-4.50	3.07444	1.0000
2017-07-12	"1,170.22"	"1,129.98"	"1,161.30"	"1,138.90"	"1,163.90"	"1,137.92"	"1,150.10"	0.20	3.07389	1.0000
2017-07-11	"1,170.02"	"1,129.78"	"1,161.10"	"1,138.70"	"1,163.69"	"1,137.72"	"1,149.90"	-5.90	3.07389	1.0000
2017-07-10	"1,176.02"	"1,135.58"	"1,167.10"	"1,144.50"	"1,169.66"	"1,143.52"	"1,155.80"	2.30	3.07633	1.0000
2017-07-07	"1,173.68"	"1,133.32"	"1,164.80"	"1,142.20"	"1,167.34"	"1,141.22"	"1,153.50"	4.20	3.07444	1.0000
2017-07-06	"1,169.41"	"1,129.19"	"1,160.50"	"1,138.10"	"1,163.09"	"1,137.12"	"1,149.30"	0.00	3.07333	1.0000
2017-07-05	"1,169.41"	"1,129.19"	"1,160.50"	"1,138.10"	"1,163.09"	"1,137.12"	"1,149.30"	4.30	3.07333	1.0000
2017-07-04	"1,165.03"	"1,124.97"	"1,156.20"	"1,133.80"	"1,158.74"	"1,132.83"	"1,145.00"	1.00	3.07689	1.0000
2017-07-03	"1,164.02"	"1,123.98"	"1,155.20"	"1,132.80"	"1,157.72"	"1,131.83"	"1,144.00"	4.40	3.07389	1.0000
2017-06-30	"1,159.54"	"1,119.66"	"1,150.70"	"1,128.50"	"1,153.27"	"1,127.53"	"1,139.60"	-2.10	3.07722	1.0000
2017-06-29	"1,161.67"	"1,121.73"	"1,152.80"	"1,130.60"	"1,155.40"	"1,129.63"	"1,141.70"	5.30	3.07611	1.0000
2017-06-28	"1,156.28"	"1,116.52"	"1,147.50"	"1,125.30"	"1,150.03"	"1,124.34"	"1,136.40"	1.20	3.07378	1.0000
2017-06-27	"1,155.06"	"1,115.34"	"1,146.30"	"1,124.10"	"1,148.82"	"1,123.14"	"1,135.20"	-4.90	3.07211	1.0000
2017-06-26	"1,160.05"	"1,120.15"	"1,151.20"	"1,129.00"	"1,153.78"	"1,128.03"	"1,140.10"	-0.70	3.07000	1.0000
2017-06-23	"1,160.76"	"1,120.84"	"1,151.90"	"1,129.70"	"1,154.48"	"1,128.73"	"1,140.80"	-1.40	3.06611	1.0000
2017-06-22	"1,162.18"	"1,122.22"	"1,153.30"	"1,131.10"	"1,155.90"	"1,130.13"	"1,142.20"	5.20	3.06556	1.0000
2017-06-21	"1,156.89"	"1,117.11"	"1,148.10"	"1,125.90"	"1,150.64"	"1,124.94"	"1,137.00"	5.60	3.06556	1.0000
2017-06-20	"1,151.19"	"1,111.61"	"1,142.40"	"1,120.40"	"1,144.97"	"1,119.44"	"1,131.40"	-1.60	3.06389	1.0000
2017-06-19	"1,152.82"	"1,113.18"	"1,144.10"	"1,121.90"	"1,146.59"	"1,120.94"	"1,133.00"	10.20	3.06222	1.0000
2017-06-16	"1,142.44"	"1,103.16"	"1,133.80"	"1,111.80"	"1,136.27"	"1,110.85"	"1,122.80"	-2.80	3.05944	1.0000
2017-06-15	"1,145.29"	"1,105.91"	"1,136.60"	"1,114.60"	"1,139.10"	"1,113.66"	"1,125.60"	-3.30	3.02167	1.0000
2017-06-14	"1,148.65"	"1,109.15"	"1,139.90"	"1,117.90"	"1,142.44"	"1,116.96"	"1,128.90"	2.90	3.00889	1.0000
2017-06-13	"1,145.70"	"1,106.30"	"1,137.00"	"1,115.00"	"1,139.51"	"1,114.07"	"1,126.00"	4.40	2.98933	1.0000
2017-06-12	"1,141.22"	"1,101.98"	"1,132.50"	"1,110.70"	"1,135.05"	"1,109.78"	"1,121.60"	-3.40	2.97711	1.0000
2017-06-09	"1,144.68"	"1,105.32"	"1,136.00"	"1,114.00"	"1,138.50"	"1,113.08"	"1,125.00"	3.00	2.96711	1.0000
2017-06-08	"1,141.63"	"1,102.37"	"1,132.90"	"1,111.10"	"1,135.46"	"1,110.19"	"1,122.00"	3.60	2.94600	1.0000
2017-06-07	"1,137.97"	"1,098.83"	"1,129.30"	"1,107.50"	"1,131.82"	"1,106.59"	"1,118.40"	-2.50	2.93867	1.0000
2017-06-05	"1,140.51"	"1,101.29"	"1,131.80"	"1,110.00"	"1,134.35"	"1,109.09"	"1,120.90"	0.50	2.93617	1.0000
2017-06-02	"1,140.00"	"1,100.80"	"1,131.30"	"1,109.50"	"1,133.84"	"1,108.59"	"1,120.40"	-1.40	2.92589	1.0000
2017-06-01	"1,141.43"	"1,102.17"	"1,132.70"	"1,110.90"	"1,135.26"	"1,110.00"	"1,121.80"	-2.10	2.91033	1.0000
2017-05-31	"1,143.56"	"1,104.24"	"1,134.90"	"1,112.90"	"1,137.38"	"1,112.00"	"1,123.90"	3.80	2.90050	1.0000
2017-05-30	"1,139.70"	"1,100.50"	"1,131.00"	"1,109.20"	"1,133.54"	"1,108.30"	"1,120.10"	0.60	2.89467	1.0000
2017-05-29	"1,139.09"	"1,099.91"	"1,130.40"	"1,108.60"	"1,132.93"	"1,107.71"	"1,119.50"	1.50	2.89467	1.0000
2017-05-26	"1,137.56"	"1,098.44"	"1,128.90"	"1,107.10"	"1,131.41"	"1,106.21"	"1,118.00"	-8.60	2.89383	1.0000
2017-05-25	"1,146.31"	"1,106.89"	"1,137.60"	"1,115.60"	"1,140.11"	"1,114.70"	"1,126.60"	6.00	2.88272	1.0000
2017-05-24	"1,140.21"	"1,100.99"	"1,131.50"	"1,109.70"	"1,134.04"	"1,108.81"	"1,120.60"	3.50	2.87356	1.0000
2017-05-23	"1,136.64"	"1,097.56"	"1,128.00"	"1,106.20"	"1,130.50"	"1,105.31"	"1,117.10"	-10.40	2.87939	1.0000
2017-05-22	"1,147.23"	"1,107.77"	"1,138.50"	"1,116.50"	"1,141.03"	"1,115.61"	"1,127.50"	2.30	2.86711	1.0000
2017-05-19	"1,144.89"	"1,105.51"	"1,136.20"	"1,114.20"	"1,138.70"	"1,113.31"	"1,125.20"	6.80	2.85994	1.0000
2017-05-18	"1,137.97"	"1,098.83"	"1,129.30"	"1,107.50"	"1,131.82"	"1,106.62"	"1,118.40"	0.70	2.85356	1.0000
2017-05-17	"1,137.25"	"1,098.15"	"1,128.60"	"1,106.80"	"1,131.11"	"1,105.92"	"1,117.70"	-7.70	2.84911	1.0000
2017-05-16	"1,145.09"	"1,105.71"	"1,136.40"	"1,114.40"	"1,138.90"	"1,113.51"	"1,125.40"	-1.40	2.85078	1.0000
2017-05-15	"1,146.51"	"1,107.09"	"1,137.80"	"1,115.80"	"1,140.32"	"1,114.92"	"1,126.80"	-3.60	2.84244	1.0000
2017-05-12	"1,150.18"	"1,110.62"	"1,141.40"	"1,119.40"	"1,143.96"	"1,118.51"	"1,130.40"	-4.10	2.83911	1.0000
2017-05-11	"1,154.35"	"1,114.65"	"1,145.60"	"1,123.40"	"1,148.11"	"1,122.51"	"1,134.50"	2.10	2.83856	1.0000
