1	2	3	4	5	6	7	8	9	10	11
2019-02-18	"1,147.43"	"1,107.97"	"1,138.70"	"1,116.70"	"1,141.23"	"1,115.35"	"1,127.70"	2.70	4.33038	1.0000
2019-02-15	"1,144.68"	"1,105.32"	"1,136.00"	"1,114.00"	"1,138.50"	"1,112.65"	"1,125.00"	3.30	4.33138	1.0000
2019-02-14	"1,141.32"	"1,102.08"	"1,132.60"	"1,110.80"	"1,135.16"	"1,109.45"	"1,121.70"	-2.90	4.33875	1.0000
2019-02-13	"1,144.28"	"1,104.92"	"1,135.60"	"1,113.60"	"1,138.09"	"1,112.25"	"1,124.60"	0.10	4.34375	1.0000
2019-02-12	"1,144.17"	"1,104.83"	"1,135.50"	"1,113.50"	"1,137.99"	"1,112.15"	"1,124.50"	0.00	4.34788	1.0000
2019-02-11	"1,144.17"	"1,104.83"	"1,135.50"	"1,113.50"	"1,137.99"	"1,112.15"	"1,124.50"	1.10	4.35413	1.0000
2019-02-08	"1,143.05"	"1,103.75"	"1,134.40"	"1,112.40"	"1,136.88"	"1,111.04"	"1,123.40"	6.60	4.36688	1.0000
2019-02-07	"1,136.34"	"1,097.26"	"1,127.70"	"1,105.90"	"1,130.20"	"1,104.55"	"1,116.80"	5.20	4.36263	1.0000
2019-02-01	"1,131.05"	"1,092.15"	"1,122.40"	"1,100.80"	"1,124.93"	"1,099.46"	"1,111.60"	-5.60	4.36375	1.0000
2019-01-31	"1,136.75"	"1,097.65"	"1,128.10"	"1,106.30"	"1,130.60"	"1,104.95"	"1,117.20"	-0.90	4.35913	1.0000
2019-01-30	"1,137.66"	"1,098.54"	"1,129.00"	"1,107.20"	"1,131.51"	"1,105.85"	"1,118.10"	1.20	4.34888	1.0000
2019-01-29	"1,136.44"	"1,097.36"	"1,127.80"	"1,106.00"	"1,130.30"	"1,104.66"	"1,116.90"	-8.20	4.35175	1.0000
2019-01-28	"1,144.78"	"1,105.42"	"1,136.10"	"1,114.10"	"1,138.60"	"1,112.75"	"1,125.10"	-2.90	4.35000	1.0000
2019-01-25	"1,147.74"	"1,108.26"	"1,139.00"	"1,117.00"	"1,141.53"	"1,115.64"	"1,128.00"	-0.20	4.35188	1.0000
2019-01-24	"1,147.94"	"1,108.46"	"1,139.20"	"1,117.20"	"1,141.73"	"1,115.84"	"1,128.20"	-2.00	4.36000	1.0000
2019-01-23	"1,149.97"	"1,110.43"	"1,141.20"	"1,119.20"	"1,143.76"	"1,117.83"	"1,130.20"	3.70	4.36900	1.0000
2019-01-22	"1,146.21"	"1,106.79"	"1,137.50"	"1,115.50"	"1,140.01"	"1,114.14"	"1,126.50"	5.20	4.36225	1.0000
2019-01-21	"1,140.92"	"1,101.68"	"1,132.20"	"1,110.40"	"1,134.75"	"1,109.05"	"1,121.30"	-0.10	4.35600	1.0000
2019-01-18	"1,141.02"	"1,101.78"	"1,132.30"	"1,110.50"	"1,134.85"	"1,109.15"	"1,121.40"	-0.60	4.35300	1.0000
2019-01-17	"1,141.63"	"1,102.37"	"1,132.90"	"1,111.10"	"1,135.46"	"1,109.75"	"1,122.00"	1.90	4.36325	1.0000
2019-01-16	"1,139.70"	"1,100.50"	"1,131.00"	"1,109.20"	"1,133.54"	"1,107.85"	"1,120.10"	-1.30	4.35750	1.0000
2019-01-15	"1,141.02"	"1,101.78"	"1,132.30"	"1,110.50"	"1,134.85"	"1,109.15"	"1,121.40"	3.80	4.36006	1.0000
2019-01-14	"1,137.15"	"1,098.05"	"1,128.50"	"1,106.70"	"1,131.01"	"1,105.35"	"1,117.60"	-1.30	4.35894	1.0000
2019-01-11	"1,138.48"	"1,099.32"	"1,129.80"	"1,108.00"	"1,132.32"	"1,106.65"	"1,118.90"	-2.70	4.36419	1.0000
2019-01-10	"1,141.22"	"1,101.98"	"1,132.50"	"1,110.70"	"1,135.05"	"1,109.34"	"1,121.60"	-0.10	4.36875	1.0000
2019-01-09	"1,141.32"	"1,102.08"	"1,132.60"	"1,110.80"	"1,135.16"	"1,109.45"	"1,121.70"	3.70	4.36550	1.0000
2019-01-08	"1,137.56"	"1,098.44"	"1,128.90"	"1,107.10"	"1,131.41"	"1,105.75"	"1,118.00"	-7.20	4.36113	1.0000
2019-01-07	"1,144.89"	"1,105.51"	"1,136.20"	"1,114.20"	"1,138.70"	"1,112.84"	"1,125.20"	-2.30	4.37056	1.0000
2019-01-04	"1,147.23"	"1,107.77"	"1,138.50"	"1,116.50"	"1,141.03"	"1,115.14"	"1,127.50"	8.50	4.36275	1.0000
2019-01-03	"1,138.58"	"1,099.42"	"1,129.90"	"1,108.10"	"1,132.42"	"1,106.75"	"1,119.00"	0.90	4.35713	1.0000
2019-01-02	"1,137.66"	"1,098.54"	"1,129.00"	"1,107.20"	"1,131.51"	"1,105.85"	"1,118.10"	0.00	4.35269	1.0000
